"","word","count","rank","zipfs_freq"
"23446","equilibrium",627,23446,1357.80452221108
"23447","flimsy",627,23447,1357.74719177377
"23448","vocalist",627,23448,1357.68986620202
"23449","torments",627,23449,1357.6325454952
"23450","pimping",627,23450,1357.5752296527
"23451","phases",627,23451,1357.5179186739
"23452","wesen",627,23452,1357.46061255817
"23453","teeming",626,23453,1357.4033113049
"23454","wrestlers",626,23454,1357.34601491347
"23455","antiquities",626,23455,1357.28872338325
"23456","burglaries",626,23456,1357.23143671363
"23457","baddest",626,23457,1357.17415490399
"23458","flicks",626,23458,1357.11687795371
"23459","joni",626,23459,1357.05960586216
"23460","jetson",626,23460,1357.00233862874
"23461","chipping",626,23461,1356.94507625281
"23462","yearly",626,23462,1356.88781873377
"23463","linc",626,23463,1356.83056607099
"23464","nami",626,23464,1356.77331826385
"23465","wilkinson",626,23465,1356.71607531174
"23466","canisters",626,23466,1356.65883721404
"23467","silvio",626,23467,1356.60160397012
"23468","tsai",626,23468,1356.54437557937
"23469","plumbers",626,23469,1356.48715204117
"23470","workforce",626,23470,1356.42993335491
"23471","frostbite",626,23471,1356.37271951996
"23472","kath",626,23472,1356.31551053571
"23473","mes",626,23473,1356.25830640153
"23474","twenty-six",626,23474,1356.20110711682
"23475","selim",626,23475,1356.14391268095
"23476","corona",626,23476,1356.08672309331
"23477","'let",626,23477,1356.02953835328
"23478","mortgages",626,23478,1355.97235846023
"23479","ejected",625,23479,1355.91518341356
"23480","recount",625,23480,1355.85801321265
"23481","stirling",625,23481,1355.80084785688
"23482","sparta",625,23482,1355.74368734563
"23483","vo",625,23483,1355.68653167828
"23484","desist",625,23484,1355.62938085423
"23485","'because",625,23485,1355.57223487284
"23486","ciro",625,23486,1355.51509373352
"23487","rune",625,23487,1355.45795743563
"23488","alleyway",625,23488,1355.40082597856
"23489","doggett",625,23489,1355.34369936171
"23490","sutra",625,23490,1355.28657758444
"23491","thirty-two",625,23491,1355.22946064615
"23492","jb",625,23492,1355.17234854622
"23493","dermot",625,23493,1355.11524128403
"23494","disliked",625,23494,1355.05813885897
"23495","dissect",625,23495,1355.00104127042
"23496","physique",625,23496,1354.94394851777
"23497","'nor",625,23497,1354.88686060039
"23498","fowl",625,23498,1354.82977751769
"23499","showbiz",625,23499,1354.77269926903
"23500","afoot",624,23500,1354.71562585382
"23501","t0",624,23501,1354.65855727142
"23502","engagements",624,23502,1354.60149352122
"23503","stifling",624,23503,1354.54443460262
"23504","milner",624,23504,1354.487380515
"23505","who-",624,23505,1354.43033125774
"23506","irreversible",624,23506,1354.37328683022
"23507","haters",624,23507,1354.31624723184
"23508","abetting",624,23508,1354.25921246198
"23509","hague",624,23509,1354.20218252002
"23510","remarry",624,23510,1354.14515740535
"23511","cassio",624,23511,1354.08813711736
"23512","v.i.p.",624,23512,1354.03112165543
"23513","sixes",624,23513,1353.97411101896
"23514","five-year-old",624,23514,1353.91710520731
"23515","hobbit",624,23515,1353.8601042199
"23516","manon",624,23516,1353.80310805608
"23517","aram",624,23517,1353.74611671527
"23518","offences",624,23518,1353.68913019684
"23519","stacking",624,23519,1353.63214850018
"23520","feral",624,23520,1353.57517162467
"23521","fide",624,23521,1353.51819956971
"23522","reportedly",624,23522,1353.46123233468
"23523","chrysler",624,23523,1353.40426991896
"23524","coherent",623,23524,1353.34731232195
"23525","coated",623,23525,1353.29035954304
"23526","gambit",623,23526,1353.23341158161
"23527","look.",623,23527,1353.17646843704
"23528","laborers",623,23528,1353.11953010873
"23529","selecting",623,23529,1353.06259659607
"23530","newsreel",623,23530,1353.00566789844
"23531","chimpanzees",623,23531,1352.94874401522
"23532","commander-in-chief",623,23532,1352.89182494582
"23533","peddling",623,23533,1352.83491068962
"23534","catapult",623,23534,1352.778001246
"23535","sedatives",623,23535,1352.72109661435
"23536","shoppers",623,23536,1352.66419679407
"23537","formations",623,23537,1352.60730178454
"23538","questionnaire",623,23538,1352.55041158515
"23539","beverages",623,23539,1352.49352619529
"23540","josiah",623,23540,1352.43664561435
"23541","retches",623,23541,1352.37976984172
"23542","top-notch",623,23542,1352.32289887678
"23543","mistrust",623,23543,1352.26603271894
"23544","lill",623,23544,1352.20917136756
"23545","chowder",623,23545,1352.15231482206
"23546","lavinia",623,23546,1352.09546308181
"23547","kimber",623,23547,1352.0386161462
"23548","brokers",623,23548,1351.98177401463
"23549","varieties",623,23549,1351.92493668649
"23550","fennel",623,23550,1351.86810416116
"23551","leann",623,23551,1351.81127643804
"23552","curd",623,23552,1351.75445351651
"23553","delenn",623,23553,1351.69763539597
"23554","gushing",623,23554,1351.64082207581
"23555","saheb",623,23555,1351.58401355541
"23556","jerked",623,23556,1351.52720983418
"23557","neo",623,23557,1351.47041091149
"23558","cossack",622,23558,1351.41361678674
"23559","expeditions",622,23559,1351.35682745933
"23560","coldest",622,23560,1351.30004292864
"23561","nosebleed",622,23561,1351.24326319406
"23562","helplessness",622,23562,1351.18648825499
"23563","ft",622,23563,1351.12971811081
"23564","satchel",622,23564,1351.07295276092
"23565","doo-doo",622,23565,1351.01619220471
"23566","layman",622,23566,1350.95943644158
"23567","butthole",622,23567,1350.9026854709
"23568","cuddling",622,23568,1350.84593929209
"23569","policewoman",622,23569,1350.78919790452
"23570","instability",622,23570,1350.73246130759
"23571","ceilings",622,23571,1350.67572950069
"23572","yuka",622,23572,1350.61900248322
"23573","ketamine",622,23573,1350.56228025457
"23574","pippa",621,23574,1350.50556281412
"23575","flanagan",621,23575,1350.44885016128
"23576","off-duty",621,23576,1350.39214229543
"23577","mathis",621,23577,1350.33543921598
"23578","hodge",621,23578,1350.2787409223
"23579","knοw",621,23579,1350.2220474138
"23580","pryor",621,23580,1350.16535868986
"23581","goethe",621,23581,1350.10867474989
"23582","haywire",621,23582,1350.05199559327
"23583","firstborn",621,23583,1349.9953212194
"23584","lestrade",621,23584,1349.93865162767
"23585","gory",621,23585,1349.88198681747
"23586","kanye",621,23586,1349.82532678821
"23587","hypnotize",621,23587,1349.76867153926
"23588","airing",621,23588,1349.71202107004
"23589","peruvian",621,23589,1349.65537537993
"23590","eyre",621,23590,1349.59873446832
"23591","bundles",621,23591,1349.54209833461
"23592","socialize",621,23592,1349.4854669782
"23593","'which",621,23593,1349.42884039847
"23594","machine-gun",621,23594,1349.37221859483
"23595","rallies",621,23595,1349.31560156667
"23596","rouse",621,23596,1349.25898931338
"23597","luckier",621,23597,1349.20238183436
"23598","hildy",621,23598,1349.145779129
"23599","attaché",620,23599,1349.0891811967
"23600","citation",620,23600,1349.03258803685
"23601","handsomely",620,23601,1348.97599964886
"23602","faceless",620,23602,1348.91941603211
"23603","grownup",620,23603,1348.86283718599
"23604","finely",620,23604,1348.80626310992
"23605","nitwit",620,23605,1348.74969380327
"23606","beckham",620,23606,1348.69312926546
"23607","periscope",620,23607,1348.63656949587
"23608","shimmy",620,23608,1348.58001449389
"23609","two-faced",620,23609,1348.52346425894
"23610","kaleido",620,23610,1348.46691879039
"23611","kaori",620,23611,1348.41037808765
"23612","nt",620,23612,1348.35384215012
"23613","lovemaking",620,23613,1348.29731097719
"23614","sutures",620,23614,1348.24078456826
"23615","beet",620,23615,1348.18426292273
"23616","hatter",620,23616,1348.12774603998
"23617","fraudulent",620,23617,1348.07123391943
"23618","grange",620,23618,1348.01472656046
"23619","οn",620,23619,1347.95822396247
"23620","andrés",620,23620,1347.90172612487
"23621","minh",620,23621,1347.84523304704
"23622","laceration",620,23622,1347.78874472839
"23623","venison",620,23623,1347.73226116831
"23624","hoshi",619,23624,1347.67578236621
"23625","reinforcement",619,23625,1347.61930832147
"23626","flak",619,23626,1347.5628390335
"23627","shrew",619,23627,1347.5063745017
"23628","homeworld",619,23628,1347.44991472545
"23629","toothpick",619,23629,1347.39345970417
"23630","vasco",619,23630,1347.33700943725
"23631","taunt",619,23631,1347.28056392409
"23632","alina",619,23632,1347.22412316408
"23633","ascent",619,23633,1347.16768715663
"23634","frobisher",619,23634,1347.11125590113
"23635","flirty",619,23635,1347.05482939698
"23636","hoodlum",619,23636,1346.99840764359
"23637","destitute",619,23637,1346.94199064035
"23638","inclination",619,23638,1346.88557838665
"23639","abrams",619,23639,1346.82917088191
"23640","wankers",619,23640,1346.77276812551
"23641","shielding",619,23641,1346.71637011687
"23642","cited",619,23642,1346.65997685537
"23643","arf",619,23643,1346.60358834041
"23644","immortals",618,23644,1346.54720457141
"23645","dispersed",618,23645,1346.49082554775
"23646","deliverance",618,23646,1346.43445126883
"23647","intellectually",618,23647,1346.37808173407
"23648","noooo",618,23648,1346.32171694285
"23649","creamed",618,23649,1346.26535689458
"23650","appétit",618,23650,1346.20900158865
"23651","unwelcome",618,23651,1346.15265102448
"23652","piracy",618,23652,1346.09630520145
"23653","wal-mart",618,23653,1346.03996411897
"23654","heats",618,23654,1345.98362777644
"23655","milena",618,23655,1345.92729617327
"23656","adapting",618,23656,1345.87096930884
"23657","geeta",618,23657,1345.81464718257
"23658","pretense",618,23658,1345.75832979385
"23659","nifty",618,23659,1345.70201714209
"23660","amplified",618,23660,1345.64570922668
"23661","ninny",618,23661,1345.58940604703
"23662","seam",618,23662,1345.53310760254
"23663","cheeseburgers",618,23663,1345.47681389262
"23664","'come",618,23664,1345.42052491665
"23665","gramophone",618,23665,1345.36424067405
"23666","expo",618,23666,1345.30796116422
"23667","consumes",618,23667,1345.25168638656
"23668","necessities",618,23668,1345.19541634047
"23669","hartford",617,23669,1345.13915102535
"23670","deux",617,23670,1345.08289044061
"23671","acquiring",617,23671,1345.02663458565
"23672","socialists",617,23672,1344.97038345987
"23673","southampton",617,23673,1344.91413706267
"23674","hou",617,23674,1344.85789539346
"23675","fairbanks",617,23675,1344.80165845164
"23676","katja",617,23676,1344.74542623661
"23677","fairest",617,23677,1344.68919874777
"23678","broader",617,23678,1344.63297598454
"23679","rhinoceros",617,23679,1344.57675794631
"23680","once-in-a-lifetime",617,23680,1344.52054463248
"23681","coincidental",617,23681,1344.46433604246
"23682","guinevere",617,23682,1344.40813217565
"23683","offends",617,23683,1344.35193303146
"23684","cloned",617,23684,1344.29573860929
"23685","brant",617,23685,1344.23954890855
"23686","kellogg",617,23686,1344.18336392863
"23687","sandhya",617,23687,1344.12718366894
"23688","radcliffe",617,23688,1344.07100812889
"23689","illustrate",617,23689,1344.01483730788
"23690","sorely",617,23690,1343.95867120532
"23691","internationally",617,23691,1343.9025098206
"23692","ambient",617,23692,1343.84635315314
"23693","snatching",617,23693,1343.79020120234
"23694","duce",617,23694,1343.7340539676
"23695","crematorium",616,23695,1343.67791144832
"23696","podcast",616,23696,1343.62177364393
"23697","partition",616,23697,1343.5656405538
"23698","slaying",616,23698,1343.50951217737
"23699","leopards",616,23699,1343.45338851402
"23700","puma",616,23700,1343.39726956317
"23701","donaldson",616,23701,1343.34115532421
"23702","blimp",616,23702,1343.28504579657
"23703","misfortunes",616,23703,1343.22894097963
"23704","chillin",616,23704,1343.17284087281
"23705","sheryl",616,23705,1343.11674547551
"23706","prickly",616,23706,1343.06065478714
"23707","high-powered",616,23707,1343.00456880711
"23708","anxiously",616,23708,1342.94848753481
"23709","pestilence",616,23709,1342.89241096967
"23710","unruly",616,23710,1342.83633911107
"23711","papaya",616,23711,1342.78027195844
"23712","trenton",616,23712,1342.72420951118
"23713","lal",616,23713,1342.66815176869
"23714","troublemakers",616,23714,1342.61209873037
"23715","yagyuu",616,23715,1342.55605039565
"23716","municipality",616,23716,1342.50000676392
"23717","bebop",616,23717,1342.44396783459
"23718","holodeck",615,23718,1342.38793360707
"23719","gnarly",615,23719,1342.33190408076
"23720","hanukkah",615,23720,1342.27587925508
"23721","skimming",615,23721,1342.21985912943
"23722","stuntman",615,23722,1342.16384370322
"23723","thom",615,23723,1342.10783297585
"23724","saucers",615,23724,1342.05182694674
"23725","snapshot",615,23725,1341.99582561529
"23726","jurassic",615,23726,1341.93982898091
"23727","boom-boom",615,23727,1341.883837043
"23728","mobster",615,23728,1341.82784980098
"23729","craftsman",615,23729,1341.77186725426
"23730","khloe",615,23730,1341.71588940224
"23731","cissy",615,23731,1341.65991624433
"23732","ismail",614,23732,1341.60394777994
"23733","lexus",614,23733,1341.54798400847
"23734","fastened",614,23734,1341.49202492935
"23735","santi",614,23735,1341.43607054197
"23736","longtime",614,23736,1341.38012084574
"23737","sander",614,23737,1341.32417584008
"23738","looming",614,23738,1341.2682355244
"23739","requisition",614,23739,1341.21229989809
"23740","tenacious",614,23740,1341.15636896058
"23741","unpacked",614,23741,1341.10044271127
"23742","reps",614,23742,1341.04452114956
"23743","shorthand",613,23743,1340.98860427488
"23744","plait",613,23744,1340.93269208664
"23745","contented",613,23745,1340.87678458423
"23746","centurion",613,23746,1340.82088176707
"23747","realising",613,23747,1340.76498363457
"23748","padded",613,23748,1340.70909018614
"23749","saddled",613,23749,1340.65320142119
"23750","octave",613,23750,1340.59731733914
"23751","bewildered",613,23751,1340.54143793938
"23752","pandey",613,23752,1340.48556322134
"23753","koko",613,23753,1340.42969318442
"23754","entice",613,23754,1340.37382782804
"23755","chau",613,23755,1340.31796715159
"23756","playmate",613,23756,1340.26211115451
"23757","integrate",613,23757,1340.20625983619
"23758","nao",613,23758,1340.15041319605
"23759","dead-end",613,23759,1340.0945712335
"23760","dissertation",613,23760,1340.03873394795
"23761","i`ll",612,23761,1339.98290133881
"23762","sasuke",612,23762,1339.92707340549
"23763","abolish",612,23763,1339.87125014741
"23764","lightening",612,23764,1339.81543156397
"23765","tanned",612,23765,1339.7596176546
"23766","outreach",612,23766,1339.70380841869
"23767","norah",612,23767,1339.64800385567
"23768","eaters",612,23768,1339.59220396494
"23769","fatalities",612,23769,1339.53640874592
"23770","thickness",612,23770,1339.48061819802
"23771","censor",612,23771,1339.42483232065
"23772","oxy",612,23772,1339.36905111322
"23773","cabal",612,23773,1339.31327457516
"23774","pee-pee",612,23774,1339.25750270586
"23775","nostradamus",612,23775,1339.20173550474
"23776","skippy",612,23776,1339.14597297122
"23777","soaps",612,23777,1339.09021510471
"23778","crass",612,23778,1339.03446190462
"23779","einar",612,23779,1338.97871337037
"23780","ten-year-old",612,23780,1338.92296950136
"23781","glaring",611,23781,1338.86723029702
"23782","professionalism",611,23782,1338.81149575675
"23783","baber",611,23783,1338.75576587997
"23784","cale",611,23784,1338.70004066609
"23785","mgm",611,23785,1338.64432011453
"23786","gnomes",611,23786,1338.5886042247
"23787","proposes",611,23787,1338.53289299602
"23788","nicht",611,23788,1338.47718642789
"23789","aquaman",611,23789,1338.42148451974
"23790","desiree",611,23790,1338.36578727097
"23791","osiris",611,23791,1338.310094681
"23792","alana",611,23792,1338.25440674925
"23793","snagged",611,23793,1338.19872347514
"23794","strays",611,23794,1338.14304485806
"23795","collaborators",611,23795,1338.08737089745
"23796","sabbatical",611,23796,1338.03170159271
"23797","industrialist",611,23797,1337.97603694326
"23798","shana",611,23798,1337.92037694852
"23799","craftsmanship",611,23799,1337.8647216079
"23800","remedies",611,23800,1337.80907092081
"23801","antibiotic",611,23801,1337.75342488668
"23802","bard",611,23802,1337.69778350491
"23803","gutters",611,23803,1337.64214677492
"23804","motels",611,23804,1337.58651469614
"23805","burlesque",611,23805,1337.53088726796
"23806","gaelic",611,23806,1337.47526448982
"23807","acorn",611,23807,1337.41964636112
"23808","maitre",611,23808,1337.36403288128
"23809","eavesdrop",610,23809,1337.30842404972
"23810","arcadia",610,23810,1337.25281986586
"23811","nomad",610,23811,1337.1972203291
"23812","sweeten",610,23812,1337.14162543887
"23813","exclamation",610,23813,1337.08603519459
"23814","five-minute",610,23814,1337.03044959567
"23815","calamari",610,23815,1336.97486864152
"23816","thomson",610,23816,1336.91929233157
"23817","compares",610,23817,1336.86372066522
"23818","golfer",610,23818,1336.80815364191
"23819","alberta",610,23819,1336.75259126104
"23820","manger",610,23820,1336.69703352203
"23821","ensuring",610,23821,1336.64148042431
"23822","self-pity",610,23822,1336.58593196728
"23823","blackness",610,23823,1336.53038815036
"23824","subterranean",610,23824,1336.47484897298
"23825","fryer",610,23825,1336.41931443455
"23826","seniority",610,23826,1336.36378453448
"23827","cheaters",610,23827,1336.3082592722
"23828","rectify",610,23828,1336.25273864713
"23829","is-is",610,23829,1336.19722265867
"23830","snotty",610,23830,1336.14171130626
"23831","shauna",609,23831,1336.08620458931
"23832","newfound",609,23832,1336.03070250723
"23833","iook",609,23833,1335.97520505945
"23834","experimentation",609,23834,1335.91971224538
"23835","cucumbers",609,23835,1335.86422406445
"23836","jagged",609,23836,1335.80874051607
"23837","gilly",609,23837,1335.75326159965
"23838","unbalanced",609,23838,1335.69778731463
"23839","databases",609,23839,1335.64231766042
"23840","protons",609,23840,1335.58685263643
"23841","rasputin",609,23841,1335.53139224209
"23842","ovaries",609,23842,1335.47593647682
"23843","spatial",609,23843,1335.42048534004
"23844","nhs",609,23844,1335.36503883116
"23845","metaphorically",609,23845,1335.3095969496
"23846","aaaaah",609,23846,1335.25415969479
"23847","no-show",609,23847,1335.19872706615
"23848","decepticons",609,23848,1335.14329906309
"23849","sardine",609,23849,1335.08787568504
"23850","tarek",609,23850,1335.03245693141
"23851","milos",609,23851,1334.97704280163
"23852","eruptions",609,23852,1334.92163329511
"23853","x-men",609,23853,1334.86622841128
"23854","heartily",609,23854,1334.81082814956
"23855","tweed",609,23855,1334.75543250937
"23856","relaxes",609,23856,1334.70004149012
"23857","heaviest",609,23857,1334.64465509124
"23858","clogs",609,23858,1334.58927331216
"23859","chaudhary",608,23859,1334.53389615228
"23860","rallo",608,23860,1334.47852361104
"23861","av",608,23861,1334.42315568785
"23862","masseur",608,23862,1334.36779238213
"23863","joxer",608,23863,1334.31243369332
"23864","baptiste",608,23864,1334.25707962082
"23865","goldstein",608,23865,1334.20173016406
"23866","soph",608,23866,1334.14638532246
"23867","hideo",608,23867,1334.09104509544
"23868","freshwater",608,23868,1334.03570948243
"23869","quarantined",608,23869,1333.98037848285
"23870","erosion",608,23870,1333.92505209612
"23871","partied",608,23871,1333.86973032165
"23872","mite",608,23872,1333.81441315889
"23873","leyla",608,23873,1333.75910060723
"23874","marigold",608,23874,1333.70379266612
"23875","itjust",607,23875,1333.64848933497
"23876","point-blank",607,23876,1333.5931906132
"23877","ewan",607,23877,1333.53789650024
"23878","hairpin",607,23878,1333.48260699551
"23879","ice-cold",607,23879,1333.42732209843
"23880","knucklehead",607,23880,1333.37204180842
"23881","mopping",607,23881,1333.31676612492
"23882","montenegro",607,23882,1333.26149504734
"23883","hanky",607,23883,1333.2062285751
"23884","rousseau",607,23884,1333.15096670763
"23885","gangway",607,23885,1333.09570944436
"23886","payal",607,23886,1333.0404567847
"23887","darken",607,23887,1332.98520872808
"23888","quiche",607,23888,1332.92996527392
"23889","clairvoyant",607,23889,1332.87472642165
"23890","pearly",607,23890,1332.8194921707
"23891","ballast",607,23891,1332.76426252048
"23892","fuck-up",607,23892,1332.70903747042
"23893","configuration",607,23893,1332.65381701994
"23894","oversized",607,23894,1332.59860116848
"23895","subpoenaed",607,23895,1332.54338991545
"23896","trapper",607,23896,1332.48818326027
"23897","doh",607,23897,1332.43298120238
"23898","cosby",607,23898,1332.37778374119
"23899","compartments",607,23899,1332.32259087614
"23900","admires",607,23900,1332.26740260665
"23901","vamp",607,23901,1332.21221893214
"23902","viggo",607,23902,1332.15703985203
"23903","reactionary",607,23903,1332.10186536576
"23904","idly",607,23904,1332.04669547275
"23905","pout",607,23905,1331.99153017242
"23906","approximate",607,23906,1331.9363694642
"23907","walkie",606,23907,1331.88121334752
"23908","playstation",606,23908,1331.8260618218
"23909","compiled",606,23909,1331.77091488646
"23910","sprang",606,23910,1331.71577254094
"23911","mg",606,23911,1331.66063478465
"23912","ama",606,23912,1331.60550161704
"23913","magnolia",606,23913,1331.55037303751
"23914","commissions",606,23914,1331.4952490455
"23915","angered",606,23915,1331.44012964043
"23916","two-hour",606,23916,1331.38501482174
"23917","pero",606,23917,1331.32990458884
"23918","stoke",606,23918,1331.27479894116
"23919","primed",606,23919,1331.21969787814
"23920","bragg",606,23920,1331.16460139919
"23921","unearthed",606,23921,1331.10950950375
"23922","ingram",606,23922,1331.05442219124
"23923","hortense",606,23923,1330.99933946109
"23924","heartbeats",606,23924,1330.94426131273
"23925","three-dimensional",606,23925,1330.88918774558
"23926","conflicting",606,23926,1330.83411875907
"23927","tami",605,23927,1330.77905435263
"23928","frontline",605,23928,1330.72399452569
"23929","vita",605,23929,1330.66893927767
"23930","approves",605,23930,1330.613888608
"23931","utilize",605,23931,1330.55884251611
"23932","stuffs",605,23932,1330.50380100143
"23933","habib",605,23933,1330.44876406339
"23934","lnspector",605,23934,1330.39373170141
"23935","gutless",605,23935,1330.33870391493
"23936","transplants",605,23936,1330.28368070336
"23937","ahab",605,23937,1330.22866206615
"23938","kasey",605,23938,1330.17364800271
"23939","bolsheviks",605,23939,1330.11863851248
"23940","ventured",605,23940,1330.06363359489
"23941","snowstorm",605,23941,1330.00863324936
"23942","headset",605,23942,1329.95363747533
"23943","grovel",605,23943,1329.89864627222
"23944","appreciative",605,23944,1329.84365963946
"23945","urchin",605,23945,1329.78867757649
"23946","tata",605,23946,1329.73370008272
"23947","litre",605,23947,1329.6787271576
"23948","balu",605,23948,1329.62375880054
"23949","hostiles",605,23949,1329.56879501099
"23950","newsletter",604,23950,1329.51383578837
"23951","berk",604,23951,1329.4588811321
"23952","subordinates",604,23952,1329.40393104162
"23953","mansions",604,23953,1329.34898551637
"23954","rayyan",604,23954,1329.29404455576
"23955","informs",604,23955,1329.23910815924
"23956","pistachio",604,23956,1329.18417632622
"23957","gilda",604,23957,1329.12924905614
"23958","gleaming",604,23958,1329.07432634844
"23959","yaah",604,23959,1329.01940820254
"23960","relinquish",604,23960,1328.96449461787
"23961","railroads",604,23961,1328.90958559386
"23962","standin",604,23962,1328.85468112995
"23963","fondly",604,23963,1328.79978122556
"23964","crewman",604,23964,1328.74488588013
"23965","finnegan",604,23965,1328.68999509309
"23966","forger",604,23966,1328.63510886386
"23967","ans",604,23967,1328.58022719189
"23968","contradictions",604,23968,1328.5253500766
"23969","accuses",604,23969,1328.47047751742
"23970","kissinger",604,23970,1328.41560951379
"23971","poppins",604,23971,1328.36074606513
"23972","three-quarters",604,23972,1328.30588717088
"23973","truckers",604,23973,1328.25103283048
"23974","outcasts",603,23974,1328.19618304334
"23975","ducts",603,23975,1328.14133780891
"23976","sae",603,23976,1328.08649712662
"23977","starfish",603,23977,1328.0316609959
"23978","nix",603,23978,1327.97682941618
"23979","kudos",603,23979,1327.92200238689
"23980","baboons",603,23980,1327.86717990747
"23981","terrorizing",603,23981,1327.81236197735
"23982","pubes",603,23982,1327.75754859596
"23983","nοt",603,23983,1327.70273976274
"23984","reversing",603,23984,1327.64793547712
"23985","midgets",603,23985,1327.59313573853
"23986","snooker",603,23986,1327.5383405464
"23987","parades",603,23987,1327.48354990017
"23988","one-third",603,23988,1327.42876379927
"23989","jansen",603,23989,1327.37398224314
"23990","shindig",603,23990,1327.31920523121
"23991","mahir",603,23991,1327.2644327629
"23992","susanne",603,23992,1327.20966483767
"23993","daydream",603,23993,1327.15490145493
"23994","southfork",603,23994,1327.10014261413
"23995","chibs",603,23995,1327.04538831469
"23996","whittaker",603,23996,1326.99063855606
"23997","jerk-off",603,23997,1326.93589333766
"23998","luau",603,23998,1326.88115265893
"23999","styling",603,23999,1326.82641651931
"24000","repairman",603,24000,1326.77168491822
"24001","schubert",603,24001,1326.71695785511
"24002","surgically",603,24002,1326.66223532941
"24003","sped",603,24003,1326.60751734055
"24004","crikey",603,24004,1326.55280388797
"24005","analysts",603,24005,1326.49809497111
"24006","simplify",603,24006,1326.44339058939
"24007","gangsta",603,24007,1326.38869074225
"24008","michal",603,24008,1326.33399542913
"24009","agonizing",602,24009,1326.27930464947
"24010","bibi",602,24010,1326.2246184027
"24011","inscribed",602,24011,1326.16993668825
"24012","induction",602,24012,1326.11525950556
"24013","fetched",602,24013,1326.06058685407
"24014","carmel",602,24014,1326.00591873321
"24015","congratulated",602,24015,1325.95125514242
"24016","apex",602,24016,1325.89659608113
"24017","deserters",602,24017,1325.84194154878
"24018","koi",602,24018,1325.78729154481
"24019","xia",602,24019,1325.73264606865
"24020","fibres",602,24020,1325.67800511974
"24021","composing",602,24021,1325.62336869751
"24022","malia",602,24022,1325.56873680141
"24023","terrorized",602,24023,1325.51410943087
"24024","comedies",602,24024,1325.45948658532
"24025","systematic",602,24025,1325.4048682642
"24026","engulfed",602,24026,1325.35025446696
"24027","cosimo",601,24027,1325.29564519302
"24028","hourly",601,24028,1325.24104044182
"24029","congresswoman",601,24029,1325.1864402128
"24030","rummy",601,24030,1325.1318445054
"24031","flinch",601,24031,1325.07725331906
"24032","mongolian",601,24032,1325.02266665321
"24033","unforgiving",601,24033,1324.96808450729
"24034","receptive",601,24034,1324.91350688074
"24035","neurosurgeon",601,24035,1324.85893377299
"24036","twenty-eight",601,24036,1324.80436518349
"24037","miyuki",601,24037,1324.74980111167
"24038","operas",601,24038,1324.69524155697
"24039","programmer",601,24039,1324.64068651882
"24040","ankara",601,24040,1324.58613599668
"24041","luxuries",601,24041,1324.53158998996
"24042","revoke",601,24042,1324.47704849813
"24043","abortions",601,24043,1324.4225115206
"24044","narration",601,24044,1324.36797905682
"24045","liquids",601,24045,1324.31345110623
"24046","multinational",601,24046,1324.25892766827
"24047","goddard",601,24047,1324.20440874237
"24048","robo",601,24048,1324.14989432799
"24049","toddy",601,24049,1324.09538442454
"24050","garter",601,24050,1324.04087903148
"24051","oppressive",601,24051,1323.98637814824
"24052","procure",600,24052,1323.93188177427
"24053","counterattack",600,24053,1323.87738990899
"24054","kiwi",600,24054,1323.82290255186
"24055","pail",600,24055,1323.76841970231
"24056","sacha",600,24056,1323.71394135978
"24057","gymnast",600,24057,1323.65946752371
"24058","glenda",600,24058,1323.60499819354
"24059","rages",600,24059,1323.55053336872
"24060","check-in",600,24060,1323.49607304867
"24061","scaffolding",600,24061,1323.44161723284
"24062","hearth",600,24062,1323.38716592068
"24063","wharton",600,24063,1323.33271911161
"24064","bots",600,24064,1323.27827680509
"24065","sigmund",600,24065,1323.22383900055
"24066","judaism",600,24066,1323.16940569744
"24067","cmdr",600,24067,1323.11497689518
"24068","couture",600,24068,1323.06055259324
"24069","viewpoint",600,24069,1323.00613279104
"24070","toffee",600,24070,1322.95171748802
"24071","spud",600,24071,1322.89730668364
"24072","'scuse",600,24072,1322.84290037732
"24073","helsing",599,24073,1322.78849856852
"24074","decaying",599,24074,1322.73410125666
"24075","ranges",599,24075,1322.6797084412
"24076","cellphones",599,24076,1322.62532012158
"24077","caterina",599,24077,1322.57093629723
"24078","blossoming",599,24078,1322.5165569676
"24079","hacks",599,24079,1322.46218213213
"24080","anakin",599,24080,1322.40781179026
"24081","transforms",599,24081,1322.35344594144
"24082","booths",599,24082,1322.2990845851
"24083","thirds",599,24083,1322.24472772069
"24084","infallible",599,24084,1322.19037534766
"24085","gaurav",599,24085,1322.13602746543
"24086","nobunaga",599,24086,1322.08168407347
"24087","incarceration",599,24087,1322.0273451712
"24088","mumble",599,24088,1321.97301075807
"24089","conveyor",599,24089,1321.91868083353
"24090","cobwebs",599,24090,1321.86435539701
"24091","godsend",599,24091,1321.81003444797
"24092","c.e.o.",599,24092,1321.75571798584
"24093","avert",599,24093,1321.70140601006
"24094","problemo",599,24094,1321.64709852008
"24095","airmen",599,24095,1321.59279551535
"24096","jammer",599,24096,1321.5384969953
"24097","ulrich",598,24097,1321.48420295939
"24098","highlighted",598,24098,1321.42991340704
"24099","mma",598,24099,1321.37562833772
"24100","real-estate",598,24100,1321.32134775085
"24101","faa",598,24101,1321.26707164589
"24102","frye",598,24102,1321.21280002228
"24103","intubate",598,24103,1321.15853287946
"24104","salinger",598,24104,1321.10427021688
